Rhinella marina
Pyrenula aggregata
Pyrenula anomala
Pyrenula aspistea
Pyrenula astroidea
Pyrenula bahiana
Pyrenula breutelii
Pyrenula cerina
Pyrenula cocoës
Pyrenula confinis
Pyrenula cruenta
Pyrenula dermatodes
Pyrenula erumpens
Pyrenula fetivica
Pyrenula massariospora
Pyrenula neosandwicensis
Pyrenula nitidula
Pyrenula ochraceoflava
Pyrenula ochraceoflavens
Pyrenula quassiaecola
Pyrgidium montellicum
Pyrgillus javanicus
Pyxine albovirens
Pyxine berteroana
Pyxine caesiopruinosa
Pyxine cocoës
Pyxine endolutea
Pyxine eschweileri
Pyxine petricola
Pyxine subcinerea
Ramalina anceps
Ramalina aspera
Ramalina camptospora
Ramalina complanata
Ramalina darwiniana var. darwiniana
Ramalina darwiniana var. curvida
Ramalina fragilis
Ramalina furcellangulida
Ramalina montagnei
Ramalina peruviana
Ramalina polyforma
Ramalina puiggarii
Ramalina sideriza
Ramalina sorediantha
Ramalina sorediosa
Ramalina usnea
Ramboldia heterocarpa
Ramonia valenzueliana
Redonographa galapagoensis
Redonographa saxorum
Rhizoplaca minarum
Ricasolia patinifera
Rinodina colobinoides
Rinodina cryptolecanorina
Rinodina diminutiva
Rinodina galapagoensis
Rinodina graciliforminica
Rinodina guianensis
Rinodina gustafmalmei
Rinodina intermedia
Rinodina isabelina
Rinodina lepida
Rinodina nugrae
Rinodina oxydata
Rinodina subtubulata
Rinodina unica
Roccella albida
Roccella galapagoensis
Roccella gracilis
Roccella margaritifera
Roccella nigerrima
Roccellographa circumscripta
Sarcographa medusulina
Sarcographa ramificans
Sarcographa tricosa
Schistophoron tenue
Schistophoron variabile
Sclerophyton murex
Sclerophyton vertex
Septotrapelia usnica
Sigridea leptothallina
Sphinctrina leucopoda s.l.
Sphinctrina tubiformis
Sporopodium aff. phyllocharis
Sporopodium leprieurii
Squamulea squamosa s.l.
Stereocaulon azulense
Stereocaulon microcarpum
Stereocaulon weberi
Sticta arbuscula
Sticta beauvoisii
Sticta carolinensis
Sticta damicornis
Sticta dichotoma s.l.
Sticta fuliginosa
Sticta microisidiata
Sticta weigelii
Strigula microspora
Strigula nitidula
Strigula phaea
Strigula phyllogena
Strigula schizospora
Strigula smaragdula
Strigula subtilissima
Strigula viridiseda
Synalissa mattogrossensis
Syncesia farinacea
Syncesia flavescens
Syncesia graphica
Syncesia leprobola
Syncesia psaroleuca
Tapellaria epiphylla
Tapellaria granulosa
Tapellaria malmei
Tapellaria nana
Tapellaria nigrata
Tapellaria phyllophila
Teloschistes chrysophthalmus
Teloschistes flavicans
Tephromela rhizophorae
Tephromela weberi
Thalloloma cinnabarinum
Thalloloma hypoleptum
Thamnolia vermicularis
Thelenella inductula
Thelenella muscorum
Thelenella sastreana
Thelopsis isiaca
Thelopsis rubella
Thelotrema lepadodes
Thelotrema monosporum
Thelotrema pachysporum
Trapelia coarctata
Trapelia glebulosa
Trapeliopsis flexuosa
Trapeliopsis granulosa
Tricharia hyalina
Tricharia similis
Tricharia urceolata
Tricharia vainioi
Trichothelium epiphyllum
Trichothelium montanum f. montanum
Trypethelium eluteriae
Tylophoron galapagoense
Tylophoron hibernicum
Tylophoron moderatum
Usnea angulata
Usnea baileyi
Usnea brattiae
Usnea cirrosa (classical)
Usnea cirrosa (hirto-cirrosa)
Usnea columbiana
Usnea cornuta
Usnea dodgei
Usnea dorogawensis
Usnea erinacea
Usnea galapagona
Usnea grandisora
Usnea hirta ssp. trachista
Usnea mexicana
Usnea parvula
Usnea poliotrix
Usnea rubicunda
Usnea subcornuta
Usnea subdasaea
Usnea subscabrosa
Vainionora aemulans
Vainionora nugrae
Verrucaria lecideoides
Verrucaria xyloxena
Vigneronia spieri
Xanthomendoza weberi
Xanthoparmelia neopropaguloides
Xanthoparmelia sipmanii
Xanthoparmelia subramigera
Xanthoparmelia ulcerosa
Yoshimuriella peltigera
Abelmoschus esculentus
Abelmoschus manihot
Abrus precatorius
Abutilon dianthum
Acacia caven
Acacia insulae-iacobi
Acacia macracantha
Acacia nilotica
Acacia rorudiana
Acalypha abingdonii
Acalypha flacida
Acalypha hispida
Acalypha integrifolia subsp. marginata
Acalypha parvula var. reniformis
Acalypha parvula var. parvula
Acalypha parvula var. chathamensis
Acalypha parvula var. strobilifera
Acalypha sericea
Acalypha sericea var. baurii
Acalypha velutina
Acalypha wigginsii
Acalypha wilkesiana
Acalypha wilkesiana
Acanthospermum microcarpum
Achillea millefolium
Achyranthes aspera
Acmella ciliata
Acmella darwinii
Acmella sodiroi
Acorus gramineus
Actinidia deliciosa
Adenostemma platyphyllum
Agave americana
Agave angustifolia var. marginata
Agave attenuata
Ageratum conyzoides
Aglaonema commutatum
Albizia guachapele
Aleurites moluccana
Allamanda cathartica
Allamanda schottii
Allium cepa
Allium fistulosum
Allium porrum
Allium sativum
Allium schoenoprasum
Alocasia cucullata
Alocasia macrorrhizos
Alocasia micholitziana
Alocasia sanderiana
Aloe arborescens
Aloe aristata
Aloe cooperi
Aloe vera
Aloysia triphylla
Alpinia nutans
Alpinia purpurata
Alpinia vittata
Alpinia zerumbet
Alternanthera caracasana
Alternanthera echinocephala
Alternanthera ficoidea
Alternanthera filifolia subsp. microcephala
Alternanthera filifolia subsp. rabidensis
Alternanthera filifolia subsp. filifolia
Alternanthera filifolia subsp. pintensis
Alternanthera filifolia subsp. glaucescens
Alternanthera filifolia subsp. nudicaulis
Alternanthera filifolia subsp. glauca
Alternanthera flavicoma
Alternanthera galapagensis
Alternanthera halimifolia
Alternanthera helleri
Alternanthera mexicana
Alternanthera nesiotes
Alternanthera pubiflora
Alternanthera radicata
Alternanthera rugulosa
Alternanthera sessilis
Alternanthera snodgrassii
Alternanthera subscaposa
Alternanthera vestita
Amaranthus anderssonii
Amaranthus caudatus
Amaranthus dubius
Amaranthus furcatus
Amaranthus hybridus subsp. quitensis
Amaranthus hybridus
Amaranthus lividus
Amaranthus peruvianus
Amaranthus polygonoides
Amaranthus sclerantoides
Amaranthus spinosus
Amaranthus squamulatus
Amaranthus viridis
Ambrosia arborescens
Ambrosia artemisiifolia
Ambrosia peruviana
Anacardium occidentale
Ananas comosus
Anemone coronaria
Anethum graveolens
Angelonia gardneri
Annona cherimola
Annona glabra
Annona muricata
Annona reticulata
Anredera ramosa
Anthephora hermaphrodita
Anthospermum ericifolium
Anthurium andraeanum
Antigonon leptopus
Antirrhinum majus
Apium graveolens
Aptenia cordifolia
Arachis hypogaea
Arachis pintoi
Argemone mexicana
Aristida divulsa
Aristida repens
Aristida subspicata
Aristida villosa
Aristolochia elegans
Aristolochia odoratissima
Arthrostylidium pubescens
Artocarpus altilis
Artocarpus heterophyllus
Arundo donax
Asclepias curassavica
Asparagus densiflorus
Asparagus officinalis
Asparagus setaceus
Astrephia chaerophylloides
Asystasia gangetica
Atriplex peruviana
Avena sativa
Averrhoa carambola
Avicennia germinans
Axonopus compressus
Axonopus micay
Baccharis gnidiifolia
Baccharis steetzii
Bactris gasipaes
Bambusa vulgaris var. vulgaris
Bambusa vulgaris var. vittata
Banisteriopsis caapi
Bastardia viscosa
Batis maritima
Bauhinia monandra
Bauhinia variegata
Begonia "aya"
Begonia "haageana"
Begonia dichroa
Begonia rex
Begonia semperflorens
Begonia × erythrophylla
Beta vulgaris
Bidens bipinnata
Bidens cynapiifolia
Bidens pilosa
Bidens riparia
Bixa orellana
Blainvillea acmella
Blechnum occidentale
Blechum pyramidatum
Blumea viscosa
Blutaparon rigidum
Boerhavia coccinea
Boerhavia erecta
Borago officinalis
Borreria ericifolia
Bougainvillea peruviana
Bougainvillea spectabilis
Bougainvillea spectabilis var. glabra
Bougainvillea × buttiana
Bougainvillea × hybrid cultivars
Bouteloua disticha
Bowlesia palmata
Brachiaria brizantha
Brachiaria brizantha x ruziziensis
Brachiaria decumbens
Brachiaria fasciculata
Brachiaria multiculma
Brachiaria mutica
Brachycereus nesioticus
Brasiliopuntia brasiliensis
Brassica cretica
Brassica juncea
Brassica napus
Brassica oleracea var. italica
Brassica oleracea var. geminera
Brassica oleracea var. capitata
Brassica rapa
Breynia disticha
Brickellia diffusa
Bromelia pinguin
Browallia americana
Brugmansia suaveolens
Brugmansia versicolor
Brugmansia × candida
Brunfelsia grandiflora
Bryophyllum daigremontianum
Bryophyllum gastonis-bonnieri
Bryophyllum pinnatum
Buddleja americana
Buddleja davidii
Bulbostylis juncoides
Bunchosia cornifolia
Bursera graveolens
Caesalpinia bonduc
Caesalpinia gilliesii
Caesalpinia pulcherrima
Cajanus cajan
Caladium bicolor
Caladium humboldtii
Calandrinia galapagosa
Calathea allouia
Calathea majestica
Calathea picturata
Calathea zebrina
Calceolaria meistantha
Calceolaria mexicana
Calliandra calothyrsus
Callisia fragrans
Callisia repens
Callistemon citrinus
Callistemon lanceolatus
Callitriche deflexa
Canavalia dictyota
Canavalia ensiformis
Canavalia rosea
Canna indica
Canna × generalis
Cannabis sativa
Capraria biflora
Capraria peruviana
Capsella bursa-pastoris
Capsicum annuum
Capsicum annuum cv. bolivian Rainbow
Capsicum baccatum var. pendulum
Capsicum galapagoense
Cardamine bonariensis
Cardiospermum corindum
Cardiospermum galapageium
Carica papaya
Carica × heilbornii
Carludovica palmata
Caryota mitis
Cassia fistula
Cassia grandis
Castela galapageia
Castilleja arvensis
Casuarina equisetifolia
Catharanthus roseus
Cattleya maxima
Cayaponia glandulosa
Cedrela odorata
Ceiba pentandra
Celosia argentea
Cenchrus brownii
Cenchrus echinatus
Cenchrus pilosus
Cenchrus platyacanthus
Centella asiatica
Centratherum punctatum
Centrolobium paraense
Cephalocereus senilis
Ceratophyllum llerenae
Cereus peruvianus var. monstrosus
Cereus peruvianus var. 1
Cestrum auriculatum
Cestrum nocturnum
Chenopodium murale
Chenopodium quinoa
Chiococca alba
Chionanthus pubescens
Chloris barbata
Chloris radiata
Chloris virgata
Chlorophytum comosum
Chrysanthellum pusillum
Chrysanthemum coronarium
Chrysophyllum argenteum subsp. panamense
Chrysophyllum cainito
Cichorium endivia
Cinchona pubescens
Cissampelos glaberrima
Cissampelos pareira
Cissus verticillata
Citharexylum gentryi
Citrullus lanatus
Citrus latifolia x reticulata
Citrus maxima
Citrus medica
Citrus reticulata
Citrus sinensis x latifolia
Citrus × aurantiifolia
Citrus × aurantium
Citrus × limon
Citrus × nobilis
Citrus × paradisi
Citrus × sinensis
Cleome spinosa
Cleome viscosa
Clerodendrum molle var. molle
Clerodendrum philippinum
Clerodendrum thomsonae
Clerodendrum × speciosum
Clitoria ternatea
Cnidoscolus aconitifolius
Coccoloba uvifera
Cochlospermum vitifolium
Cocos nucifera
Codiaeum variegatum
Coffea arabica
Coffea canephora
Coix lacryma-jobi
Colocasia esculenta
Commelina diffusa
Conocarpus erectus
Conyza bonariensis
Conyza canadensis
Corchorus orinocensis
Cordia alliodora
Cordia lutea
Cordia polycephala
Cordyline fruticosa
Coriandrum sativum
Cosmos bipinnatus
Costus guanaiensis var. tarmicus
Cranichis ciliata
Cranichis lichenophila
Cranichis werffii
Crassula ovata
Crescentia cujete
Cressa truxillensis
Crinum asiaticum
Crinum zeylanicum
Crinum × amabile var. augustum
Crinum × amabile var. amabile
Crocosmia × crocosmiiflora
Crossandra infundibuliformes
Crotalaria incana var. incana
Crotalaria incana var. nicaraguensis
Crotalaria pumila
Crotalaria retusa
Croton scouleri var. scouleri
Croton scouleri var. grandifolius
Croton scouleri
Croton scouleri var. brevifolius
Croton scouleri var. darwinii
Cryptanthus acaulis
Cryptocarpus pyriformis
Cryptostegia grandiflora
Ctenanthe setosa
Cucumis dipsaceus
Cucumis melo
Cucumis sativus
Cucurbita ficifolia
Cucurbita moschata
Cucurbita pepo
Cuphea bustamanta
Cuphea carthagenensis
Cuphea hyssopifolia
Cuphea racemosa
Cuscuta acuta
Cuscuta campestris
Cyanthillium cinereum
Cyclanthera pedata var. edulis
Cyclopogon werffii
Cyclospermum laciniatum
Cyclospermum leptophyllum
Cylindropuntia arbuscula
Cymbalaria muralis
Cymbopogon citratus
Cynara cardunculus
Cynodon dactylon
Cynodon nlemfuensis
Cyperus anderssonii
Cyperus compressus
Cyperus confertus
Cyperus digitatus
Cyperus distans
Cyperus elegans subsp. rubiginosus
Cyperus elegans
Cyperus esculentus
Cyperus grandifolius
Cyperus involucratus
Cyperus laevigatus
Cyperus odoratus
Cyperus papyrus
Cyperus rotundus
Cyperus squarrosus
Cyperus virens
Cyperus virens subsp. drummondii
Dactyloctenium aegypticum
Dahlia pinnata
Dalea tenuicaulis
Dalechampia scandens
Darwiniothamnus lancifolius subsp. glabriusculus
Darwiniothamnus lancifolius subsp. lancifolius
Darwiniothamnus lancifolius subsp. glandulosus
Darwiniothamnus tenuifolius var. tenuifolius
Darwiniothamnus tenuifolius var. santacruzianus
Datura inoxia
Datura metel
Datura stramonium
Daucus carota
Delilia biflora
Delilia inelegans
Delilia repens
Delonix regia
Dendranthema indicum
Dendranthema × grandiflorum cv peggy Stevens
Desmanthus virgatus
Desmodium glabrum
Desmodium incanum
Desmodium intortum
Desmodium limense
Desmodium procumbens
Dianthus caryophyllus
Dichondra microcalyx
Dicliptera peruviana
Dieffenbachia seguine
Digitaria ciliaris
Digitaria eriantha
Digitaria eriantha subsp. pentzii
Digitaria horizontalis
Digitaria setigera
Dillenia indica
Dioclea reflexa
Dioclea virgata
Diodella radula
Dioscorea bulbifera
Disocactus flagelliformis
Distichlis spicata var. stricta
Dodonaea viscosa
Dodonaea viscosa var. galapagensis
Dracaena angustifolia
Dracaena braunii
Dracaena fragrans
Dracaena marginata
Drymaria cordata
Drymaria monticola
Drymaria rotundifolia
Duranta dombeyana
Duranta erecta
Duranta mutisii
Dypsis lutescens
Dysphania ambrosioides
Echeveria peacockii
Echeveria pulvinata
Echinochloa colona
Echinochloa crus-galli
Echinopsis calochlora
Echinopsis eyriesii
Echinopsis pachanoi
Eclipta prostrata
Elaeis guineensis
Eleocharis acutangula
Eleocharis atropurpurea
Eleocharis geniculata
Eleocharis maculosa
Eleocharis montana
Eleocharis mutata
Eleocharis sellowiana
Elephantopus mollis
Eleusine indica
Eleutherine bulbosa
Elytraria imbricata
Emilia sonchifolia
Encelia hispida
Enteropogon mollis
Enydra maritima
Enydra sessilifolia
Epidendrum spicatum
Epiphyllum oxypetalum
Epipremnum pinnatum
Episcia cupreata
Eragrostis amabilis
Eragrostis cilianensis
Eragrostis ciliaris
Eragrostis mexicana
Eragrostis pastoensis
Eragrostis tenuifolia
Erechtites hieraciifolius var. cacalioides
Erigeron alternifolius
Eriobotrya japonica
Eriochloa pacifica
Eryngium foetidum
Erythrina corallodendron
Erythrina edulis
Erythrina fusca
Erythrina poeppigiana
Erythrina smithiana
Erythrina velutina
Etlingera elatior
Eucalyptus camaldulensis
Eucalyptus citriodora
Eucalyptus globulus
Eucalyptus maculata
Eucalyptus tereticornis
Eucharis × grandiflora
Eucrosia bicolor
Eugenia stipitata
Euphorbia abdita
Euphorbia amplexicaulis
Euphorbia cotinifolia
Euphorbia cyathophora
Euphorbia equisetiformis
Euphorbia galapageia
Euphorbia graminea
Euphorbia heterophylla
Euphorbia lactea
Euphorbia laurifolia
Euphorbia milii
Euphorbia nummularia var. nummularia
Euphorbia nummularia
Euphorbia parviflora
Euphorbia pulcherrima
Euphorbia punctulata
Euphorbia recurva
Euphorbia thymifolia
Euphorbia tirucalli
Euphorbia viminea
Evolvulus convolvuloides
Evolvulus simplex
Exodeconus miersii
Ficus benjamina
Ficus carica
Ficus elastica
Ficus pumila
Fimbristylis dichotoma
Fittonia albivenis
Flaveria bidentis
Foeniculum vulgare
Fragaria vesca
Fraxinus uhdei
Froelichia juncea subsp. alata
Froelichia juncea subsp. juncea
Froelichia nudicaulis subsp. lanigera
Froelichia nudicaulis
Froelichia nudicaulis subsp. curta
Fuertesimalva insularis
Furcraea hexapetala
Galactia striata
Galactia tenuiflora
Galinsoga gnidiifolia
Galinsoga quadriradiata
Galium canescens
Galium galapagoense
Galphimia gracilis
Galvezia leucantha subsp. pubescens
Galvezia leucantha subsp. leucantha
Galvezia leucantha subsp. porphyrantha
Gamochaeta purpurea
Gardenia augusta
Gazania rigens
Geoffroea spinosa
Gladiolus communis
Glechoma hederacea
Gliricidia sepium
Gloxinia perennis
Gloxinia sylvatica
Glycine max
Gnaphalium viravira
Gomphrena globosa
Gossypium barbadense
Gossypium darwinii
Gossypium klotzschianum
Gouania polygama
Govenia utriculata
Grabowskia boerhaaviaefolia
Graptopetalum paraguayense
Greenovia aurea
Grevillea robusta
Guadua angustifolia
Guazuma ulmifolia
Gynerium sagittatum
Habenaria alata
Habenaria distans
Habenaria monorrhiza
Hamelia patens
Hatiora gaertneri
Haworthia attenuata
Hedera helix
Hedychium coronarium
Helianthus annuus
Heliconia latispatha
Heliotropium anderssonii
Heliotropium angiospermum
Heliotropium curassavicum
Heliotropium curassavicum var. curassavicum
Heliotropium indicum
Heliotropium rufipilum var. rufipilum
Heliotropium rufipilum
Hemerocallis × hybrids
Herissantia crispa
Hibiscus diversifolius
Hibiscus mutabilis
Hibiscus radiatus
Hibiscus rosa-sinensis
Hibiscus rosa-sinensis var. schizopetalus
Hibiscus tiliaceus
Hippeastrum puniceum
Hippeastrum reticulatum
Hippeastrum × Dutch hybrids
Hippobroma longiflora
Hippomane mancinella
Homolepis glutinosa
Hoya carnosa
Hydrangea macrophylla
Hydrocharis morsus-ranae
Hydrocotyle galapagensis
Hydrocotyle umbellata
Hylocereus polyrhizus
Hymenocallis littoralis
Hypericum pratense
Hypericum thesiifolium
Hypoestes phyllostachya
Hypoxis decumbens
Hyptis atrorubens
Hyptis gymnocaulos
Hyptis mutabilis
Hyptis pectinata
Hyptis rhomboidea
Hyptis sidifolia
Hyptis spicigera
Hyptis suaveolens
Ichnanthus nemorosus
Impatiens balsamina
Impatiens walleriana
Indigofera suffruticosa
Inga edulis
Inga insignis
Inga sapindoides
Inga spectabilis
Inga striata
Inga vera
Iochroma ellipticum
Ionopsis utricularioides
Ipomoea alba
Ipomoea batatas
Ipomoea carnea subsp. fistulosa
Ipomoea habeliana
Ipomoea imperati
Ipomoea incarnata
Ipomoea nil
Ipomoea pes-caprae
Ipomoea quamoclit
Ipomoea tricolor
Ipomoea triloba
Ipomoea tubiflora
Ipomoea wrightii
Iresine herbstii
Iresine lindenii
Ixora casei
Ixora coccinea
Ixora finlaysoniana
Jacaranda mimosifolia
Jaegeria gracilis
Jaltomata werffii
Jasminocereus thouarsii var. thouarsii
Jasminocereus thouarsii var. sclerocarpus
Jasminocereus thouarsii var. delicatus
Jasminum azoricum
Jasminum grandiflorum
Jasminum sambac
Jatropha curcas
Jatropha gossypiifolia
Jatropha podagrica
Juglans neotropica
Jungia paniculata
Justicia brandegeana
Justicia carnea
Justicia galapagana
Kalanchoe blossfeldiana
Kalanchoe eriophylla
Kalanchoe fedtschenkoi
Kalanchoe tubiflora
Kallstroemia adscendens
Klaprothia fasciculata
Koanophyllon solidaginoides
Kohleria amabilis
Kohleria bogotensis
Kyllinga brevifolia
Kyllinga pumila
Lablab purpureus
Lactuca sativa
Lagerstroemia indica
Laguncularia racemosa
Lampranthus aureus
Lansium domesticum
Lantana camara
Lantana montevidensis
Lantana peduncularis
Laportea aestuans
Lawsonia inermis
Lecocarpus darwinii
Lecocarpus lecocarpoides
Lecocarpus leptolobus
Lecocarpus pinnatifidus
Ledebouria socialis
Leersia hexandra
Lemna aequinoctialis
Lens culinaris
Lepidium didymum
Lepidium sativum
Lepidium virginicum
Leptochloa mucronata
Leptochloa virgata
Leucaena leucocephala subsp. glabrata
Leucaena leucocephala
Leucaena trichodes
Lilium candidum
Lindernia anagallidea
Linum cratericola
Linum harlingii
Linum usitatissimum
Liparis nervosa
Lippia rosmarinifolia
Lippia rosmarinifolia var. latifolia
Lippia rosmarinifolia var. stewartii
Lippia salicifolia
Lobelia xalapensis
Lolium perenne
Lonicera × americana
Ludwigia erecta
Ludwigia leptocarpa
Ludwigia peploides subsp. peploides
Luffa cylindrica
Luffa sepium
Lycium minimum
Macraea laricifolia
Macroptilium atropurpureum
Macroptilium lathyroides
Malachra alceifolia
Malachra capitata
Malpighia coccigera
Malpighia emarginata
Malus domestica
Malus pumila
Malva parviflora
Malvastrum americanum
Malvastrum coromandelianum
Malvastrum tomentosum
Malvaviscus arboreus
Mammea americana
Mammillaria backebergiana
Mammillaria candida
Mammillaria columbiana
Mammillaria elongata
Mammillaria prolifera subsp. texana
Mammillaria prolifera subsp. 1
Mandevilla sanderi
Mangifera indica
Manihot esculenta
Mansoa standleyi
Maranta arundinacea
Matricaria chamomilla
Matthiola incana
Maytenus octogona
Mecardonia procumbens
Medicago sativa
Megaskepasma erythrochlamys
Melia azedarach
Melicoccus bijugatus
Melinis minutiflora
Melissa officinalis
Mentha spicata
Mentha suaveolens
Mentha × piperita
Mentzelia aspera
Merremia aegyptia
Merremia umbellata
Miconia robinsoniana
Microchilus weberianus
Mimosa pudica
Mirabilis jalapa
Mollugo cerviana
Mollugo crockeri
Mollugo flavescens subsp. gracillima
Mollugo flavescens
Mollugo flavescens subsp. striata
Mollugo flavescens subsp. flavescens
Mollugo floriana subsp. santacruziana
Mollugo floriana subsp. floriana
Mollugo floriana subsp. gypsophiloides
Mollugo snodgrassii
Momordica charantia
Monstera adansonii var. laniata
Monstera deliciosa
Monstera obliqua
Morinda citrifolia
Morus nigra
Mucuna rostrata
Muhlenbergia microsperma
Muntingia calabura
Murraya paniculata
Musa acuminata
Musa acuminata "Orito"
Musa acuminata "Guineo"
Musa acuminata "Guineo enano"
Musa acuminata "Guineo morado" AAA
Musa acuminata x balbisiana "Verde"
Musa acuminata x balbisiana "Maqueño" AAB
Musa velutina
Musa × paradisiaca
Mussaenda philippica
Najas guadelupensis
Najas marina
Nama dichotomum
Nasturtium officinale
Neomarica gracilis
Neoregelia carolinae f. tricolor
Neptunia plena
Nerium oleander
Nertera granadensis
Nicandra physalodes
Nicotiana glutinosa
Nicotiana tabacum
Nolana galapagensis
Nymphaea capensis var. zanzibarensis
Ochroma pyramidale
Ocimum basilicum
Ocimum basilicum var. pilosum
Ocimum campechianum
Odontonema cuspidatum
Oldenlandia corymbosa
Olea europaea
Ombrophytum peruvianum
Ombrophytum subterraneum
Oncidium hyphaematicum
Oplismenus burmannii
Oplismenus compositus
Opuntia dillenii
Opuntia echios var. barringtonensis
Opuntia echios var. echios
Opuntia echios var. gigantea
Opuntia echios var. inermis
Opuntia echios var. zacana
Opuntia ficus-indica
Opuntia galapageia var. profusa
Opuntia galapageia var. galapageia
Opuntia galapageia var. macrocarpa
Opuntia helleri
Opuntia insularis
Opuntia leucotricha
Opuntia megasperma var. orientalis
Opuntia megasperma var. mesophytica
Opuntia megasperma
Opuntia microdasys var. albispina
Opuntia microdasys var. 1
Opuntia monacantha
Opuntia saxicola
Opuntia subulata
Origanum majorana
Origanum vulgare
Oryza sativa
Oxalis corniculata
Oxalis debilis var. corymbosa
Oxalis dombeyi
Oxalis latifolia
Oxalis megalorrhiza
Oxalis triangularis
Oxalis tuberosa
Pachystachys lutea
Pandanus tectorius var. sinensis
Panicum alatum var. minus
Panicum arundinariae
Panicum dichotomiflorum
Panicum hirticaule
Panicum laxum
Panicum maximum
Panicum polygonatum
Parietaria debilis
Parkinsonia aculeata
Paspalidium geminatum
Paspalum conjugatum
Paspalum distichum
Paspalum fasciculatum
Paspalum galapageium
Paspalum paniculatum
Paspalum penicillatum
Paspalum racemosum
Paspalum redundans
Paspalum vaginatum
Passiflora colinvauxii
Passiflora edulis
Passiflora foetida
Passiflora ligularis
Passiflora maliformis
Passiflora quadrangularis
Passiflora suberosa
Passiflora tridactylites
Pastinaca sativa
Pectis linifolia
Pectis subsquarrosa
Pectis tenuifolia
Pedilanthus tithymaloides
Pelargonium graveolens
Pelargonium peltatum
Pelargonium × domesticum
Pelargonium × hortorum
Pennisetum occidentale
Pennisetum pauperum
Pennisetum purpureum
Pentas lanceolata
Peperomia fraseri
Peperomia galioides
Peperomia inaequalifolia
Peperomia macrostachya
Peperomia obtusifolia
Peperomia petiolata
Peperomia rotundata
Peperomia tequendamana
Pereskia aculeata
Pereskia bleo
Pernettya howellii
Persea americana
Persicaria acuminata
Persicaria hydropiperoides
Persicaria punctata
Petunia hybrida
Phaedranassa cinerea
Phaseolus coccineus
Phaseolus lunatus
Phaseolus mollis
Phaseolus vulgaris
Philodendron bipinnatifidum
Philodendron erubescens
Phlox drummondii
Phoenix dactylifera
Phoradendron berteroanum
Phyla strigulosa
Phyla × reptans
Phyllanthus acidus
Phyllanthus caroliniensis
Phyllanthus disticha
Phyllostachys aurea
Physalis angulata
Physalis galapagoensis
Physalis peruviana
Physalis pubescens
Phytelephas aequatorialis
Phytolacca americana
Phytolacca octandra
Pilea baurii
Pilea depressa
Pilea microphylla
Pilea nummulariifolia
Pilea peploides
Pilea serpyllacea
Piper aduncum
Piper manabinum
Piper peltatum
Piscidia carthagenensis
Pisonia floribunda
Pisum sativum
Plantago galapagensis
Plantago major
Plectranthus coleoides
Plectranthus unguentarius
Plectranthus verticillatus
Pleuropetalum darwinii
Plumbago auriculata
Plumbago coerulea
Plumbago zeylanica
Plumeria rubra
Poa annua
Pogonatherum paniceum
Polygala anderssonii
Polygala galapageia var. galapageia
Polygala galapageia var. insularis
Polygala sancti-georgii var. oblanceolata
Polygala sancti-georgii
Polygonum galapagense
Polymnia sonchifolia
Polypremum procumbens
Polyscias cumingiana
Polyscias fruticosa
Polyscias guilfoylei
Polyscias scutellaria
Ponthieva maculata
Porophyllum ruderale subsp. macrocephalum
Portulaca grandiflora
Portulaca howellii
Portulaca oleracea
Portulaca pilosa
Portulaca umbraticola
Portulacaria afra
Posoqueria latifolia
Pourouma bicolor var. chocoana
Pouteria caimito
Pouteria sapota
Prescottia oligantha
Pritchardia lanigera
Priva lappulacea
Prosopis juliflora
Prunus domestica
Prunus persica
Prunus serotina subsp. capuli
Pseudelephantopus spicatus
Pseudelephantopus spiralis
Pseuderanthemum carruthersii
Pseudogynoxys chenopodioides
Pseudogynoxys scabra
Psidium galapagaeum var. galapageium
Psidium galapagaeum
Psidium guajava
Psychotria angustata
Psychotria rufipes
Ptychosperma elegans
Pueraria phaseoloides var. javanica
Punica granatum
Pycreus bipartitus
Pycreus fugax
Pycreus polystachyos subsp. holosericeus
Pycreus polystachyos var. microdontus
Pyracantha koidzumii
Pyrus communis
Quisqualis indica
Ranunculus flagelliformis
Raphanus sativus
Ravenala madagascariensis
Rhizophora mangle
Rhynchosia minima
Rhynchospora contracta
Rhynchospora corymbosa
Rhynchospora nervosa subsp. ciliata
Rhynchospora radicans
Rhynchospora rariflora
Rhynchospora rugosa
Rhynchospora tenuis
Ricinus communis
Rivina humilis
Rorippa nana
Rosa × hybrid cultivars
Rosmarinus officinalis
Rottboellia cochinchinensis
Roystonea regia
Rubus adenotrichos
Rubus glaucus
Rubus megalococcus
Rubus niveus
Rubus ulmifolius
Ruellia floribunda
Ruellia malacosperma
Rumex crispus
Ruppia maritima
Russelia equisetiformis
Ruta graveolens
Rytidostylis carthagenensis var. cordatum
Rytidostylis carthagenensis var. carthaginensis
Saccharum officinarum
Saintpaulia cultivars
Salvia insularum
Salvia leucantha
Salvia occidentalis
Salvia officinalis
Salvia prostrata
Salvia pseudoserotina
Salvia sagittata
Sambucus mexicana
Sambucus nigra
Sanchezia speciosa
Sansevieria stuckyi
Sansevieria trifasciata
Sapindus saponaria
Sarcocornia fruticosa
Sarcostemma angustissimum
Scadoxus multiflorus
Scaevola plumieri
Scalesia affinis
Scalesia affinis subsp. gummifera
Scalesia affinis subsp. affinis
Scalesia affinis subsp. brachyloba
Scalesia aspera
Scalesia atractyloides var. darwinii
Scalesia atractyloides var. atractyloides
Scalesia baurii subsp. hopkinsii
