Rhinella marina
Scalesia baurii subsp. baurii
Scalesia cordata
Scalesia crockeri
Scalesia divisa
Scalesia gordilloi
Scalesia helleri subsp. santacruziana
Scalesia helleri subsp. helleri
Scalesia helleri
Scalesia incisa
Scalesia microcephala var. microcephala
Scalesia microcephala
Scalesia microcephala var. cordifolia
Scalesia pedunculata
Scalesia pedunculata var. parviflora
Scalesia pedunculata var. indurata 
Scalesia pedunculata var. pedunculata
Scalesia retroflexa
Scalesia stewartii
Scalesia villosa
Schefflera actinophylla
Schefflera arboricola
Schinus molle
Schizolobium parahyba
Schlumbergera truncata
Scleria ciliaris
Scleria distans
Scleria melaleuca
Scoparia dulcis
Scutia spicata
Scutia spicata var. pauciflora
Sechium edule
Sedum lineare
Sedum pachyphyllum
Sedum rubrotinctum
Selenicereus anthonyanus
Selenicereus megalanthus
Senecio cineraria
Senecio macroglossus
Senna alata
Senna bicapsularis
Senna hirsuta
Senna obtusifolia
Senna occidentalis
Senna pistaciifolia var. picta
Senna septemtrionalis
Senna siamea
Senna uniflora
Sesamum indicum
Sesuvium edmonstonei
Sesuvium portulacastrum
Setaria grisebachii
Setaria macrostachya
Setaria parviflora
Setaria setosa
Setaria sphacelata
Setaria vulpiseta
Sicana odorifera
Sicyocaulis pentagonus
Sicyos villosus
Sida acuta
Sida ciliaris
Sida cordata
Sida glutinosa
Sida hederifolia
Sida rhombifolia
Sida rupo
Sida salviifolia
Sida spinosa
Sidastrum paniculatum
Sinningia speciosa
Sisyrinchium galapagense
Sisyrinchium micranthum
Smallanthus sonchifolius
Solandra grandiflora
Solandra maxima
Solanum americanum
Solanum betaceum
Solanum capsicoides
Solanum cheesmaniae
Solanum cheesmaniae f. minor
Solanum cheesmaniae f. "Academy Bay"
Solanum cheesmaniae f. cheesmaniae
Solanum edmonstonei
Solanum erianthum
Solanum galapagense
Solanum lycopersicum var. cerasiforme
Solanum melongena
Solanum muricatum
Solanum pimpinellifolium
Solanum quitoense
Solanum tuberosum
Solanum wendlandii
Solenostemon scutellarioides
Soliva anthemifolia
Sonchus oleraceus
Sorghum arundinaceum
Sorghum halepense
Spartium junceum
Spathiphyllum wallisii
Spathodea campanulata
Spermacoce dispersa
Spermacoce laevis
Spermacoce linearifolia
Spermacoce perpusilla
Spermacoce remota
Spermacoce rotundifolia
Spermacoce suberecta
Spermacoce tenuior
Spinacia oleracea
Spondias mombin
Spondias purpurea
Sporobolus indicus
Sporobolus pyramidatus
Sporobolus tenuissimus pasto
Sporobolus virginicus
Stachys agraria
Stachys arvensis
Stachytarpheta cayennensis
Stanhopea jenischiana
Stanhopea tricornis
Stapelia gigantea
Stellaria media
Stemodia verticillata
Stenotaphrum secundatum
Stictocardia tiliifolia
Strelitzia reginae
Stuckenia pectinata
Stylosanthes sympodialis
Swietenia macrophylla
Swietenia mahagoni
Synedrella nodiflora
Syngonium podophyllum
Syngonium wendlandii
Syzygium jambos
Syzygium malaccense
Tabebuia rosea
Tabernaemontana divaricata
Tagetes erecta
Talinum paniculatum
Tamarindus indica
Tanacetum parthenium
Taraxacum officinale
Tectona grandis
Tephrosia cinerea
Terminalia catappa
Tetragonia tetragonioides
Tetramerium nervosum
Teucrium vesicarium
Thelypteris kunthii
Theobroma cacao
Thevetia peruviana
Thunbergia alata
Thunbergia erecta
Thunbergia fragrans
Thymus vulgaris
Tibouchina heteromalla
Tillandsia cyanea
Tillandsia insularis
Tiquilia darwinii
Tiquilia fusca
Tiquilia galapagoa
Tiquilia nesiotica
Tithonia diversifolia
Tournefortia psilostachya
Tournefortia pubescens
Tournefortia rufo-sericea
Tradescantia fluminensis
Tradescantia pallida
Tradescantia spathacea
Tradescantia zebrina
Trema micrantha
Trianthema portulacastrum
Tribulus cistoides
Tribulus terrestris
Trichoneura lindleyana
Tridax procumbens
Triplaris cumingiana
Trisetum howellii
Triumfetta semitriloba
Tropaeolum majus
Tropidia polystachya
Turnera subulata
Turnera ulmifolia
Uniola pittieri
Urena lobata
Urera baccifera
Urera caracasana
Urtica urens
Utricularia foliosa
Vallesia glabra var. glabra
Varronia canescens
Varronia leucophlyctis
Varronia revoluta
Varronia scouleri
Veitchia merrillii
Verbena brasiliensis
Verbena galapagosensis
Verbena glabrata
Verbena grisea
Verbena litoralis
Verbena sedula var. darwinii
Verbena sedula var. sedula
Verbena sedula var. fournieri
Verbena stewartii
Verbena townsendii
Veronica montana
Veronica persica
Vicia faba
Vigna adenantha
Vigna luteola
Vigna unguiculata
Viola odorata
Vitis vinifera
Volkameria mollis
Waltheria ovata
Washingtonia robusta
Xanthosoma robustum
Xanthosoma sagittifolium
Xiphidium caeruleum
Xylosma flexuosa
Yucca aloifolia
Yucca gigantea
Zantedeschia aethiopica
Zanthoxylum fagara
Zea mays
Zephyranthes rosea var. candida
Zingiber officinale
Zinnia peruviana
Zornia curvata
Zornia piurensis
Zoysia matrella var. pacifica
Aegialomys galapagoensis
Arctocephalus galapagoensis
Balaenoptera acutorostrata
Balaenoptera borealis
Balaenoptera edeni
Balaenoptera musculus
Balaenoptera physalus
Bos taurus
Canis lupus familiaris
Capra hircus
Cavia porcellus
Delphinus delphis
Didelphis marsupialis
Equus asinus
Equus caballus
Felis catus
Feresa attenuata
Globicephala macrorhynchus
Grampus griseus
Homo sapiens sapiens
Hyperoodon planifrons
Indopacetus pacificus
Kogia breviceps
Kogia sima
Lagenodelphis hosei
Lasiurus borealis brachyotis
Lasiurus cinereus villosissius
Megaoryzomys curioi
Megaptera novaeangliae
Mesoplodon densirostris
Mesoplodon ginkgodens
Mesoplodon peruvianus
Mus musculus
Nesoryzomys darwini
Nesoryzomys fernandinae
Nesoryzomys indefessus
Nesoryzomys narboroughi
Nesoryzomys swarthi
Orcinus orca
Oryctolagus cuniculus
Otaria flavescens
Ovis aries
Peponocephala electra
Physeter macrocephalus
Pseudorca crassidens
Rattus norvegicus
Rattus rattus
Saguinus oedipus
Stenella coeruleoalba
Stenella longirostris
Steno bredanensis
Sus scrofa
Tursiops truncatus
Zalophus wollebaeki
Ziphius cavirostris
"Pecten" sericeus
Abraliopsis affinis
Acanthais brevidentata
Acanthais triangularis
Acanthochitona angelica
Acanthochitona hirudiniformis
Acanthochitona imperatrix
Acanthotrophon sentus
Acesta diomedae
Acteocina angustior
Admetula deroyae
Aeolidiella alba
Aeolidiella indica
Agathotoma alcippe
Agathotoma camarina
Agladrillia badia
Alaba interruptelineata
Alaba supralirata
Aligena cokeri
Alvania halia
Alvania profundicola
Alvania tumida
Amaea brunneopicta
Amaea deroyae
Amaea pompholyx
Amphithalamus inclusus
Amphitretus pelagicus
Anachis atramentaria
Anachis incerta
Anachis nigricans
Anadara aequatorialis
Anadara biangulata
Anadara multicostata
Anadara nux
Anadara perlabiata
Anatoma keenae
Anomia peruviana
Antisabia foliacea
Aplysia californica
Aplysia cedrosensis
Aplysia parvula
Arca mutabilis
Arca pacifica
Arca truncata
Architectonica karsteni
Arcopsis solida
Arene echinata
Arene ferruginosa
Arene guttata
Argonauta argo
Argopecten ventricosus
Aspella billeeana
Aspella hastula
Aspella pollux
Aspella pyramidalis
Asperiscala acapulcana
Asperiscala habeli
Asperiscala huffmani
Asperiscala indistincta
Asperiscala minuticosta
Asperiscala rhytidum
Assiminea compacta
Atrina texta
Atrina tuberculosa
Atys exarata
Babelomurex costata
Babelomurex deroyorum
Babelomurex hindsii
Babelomurex santacruzensis
Bankia gouldi
Barbatia alternata
Barbatia gradata
Barbatia lurida
Barbatia reeveana
Barbatia rostae
Basterotia obliqua
Basterotia panamica
Basterotia peninsularis
Basterotia quadrata
Bathyteuthis abyssicola
Batillaria mutata
Berlanguella scopae
Berthelinia chloris
Berthella californica
Berthella stellata
Berthellina engeli
Bifurcium bicanaliferum
Bizetiella shaskyi
Blasicrura teres
Borsonella abrupta
Borsonella agassizii
Borsonella callicesta
Borsonella galapagana
Brachidontes adamsianus
Brachidontes puntarenensis
Brachidontes semilaevis
Bulla mabillei
Bulla punctulata
Bulla rufolabris
Buridrillia deroyorum
Bursa asperrima
Bursa corrugata corrugata
Bursa rugosa
Bushia galapagana
Caducifer biliratus
Caducifer cinis
Cadulus austinclarki
Caecum firmatum
Caecum quadratum
Caecum semilaeve
Calliclava jaliscoensis
Calliostoma jacquelinae
Calliostoma leanum
Calliostoma mcleani
Calliostoma santacruzanum
Calliotectum vernicosum
Callistochiton pulchellus
Callistoplax retusa
Calloplax duncanus
Calyptraea conica
Calyptraea trochiformis
Cancellaria darwini
Cancellaria decussata
Cancellaria gemmulata
Cancellaria haemastoma
Cancellaria indentata
Cancellaria obesa
Cancellaria ventricosa
Cantharus panamicus
Cantharus sanguinolentus
Capulus sericeus
Cardiomya balboae
Cardiomya californica
Cardiomya costata
Cardiomya lanieri
Cardiomya planetica
Cardita megastropha
Carditamera affinis
Carditella galapagana
Cardites crassicostatus
Cardites grayi
Cardites laticostatus
Carinaria galea
Carinaria lamarckii
Carinodrillia adonis
Casmaria vibexmexicana
Cassis coarctata
Cavolinia globulosa
Cavolinia inflexa
Cavolinia tridentata
Cerithiopsis bicolor
Cerithiopsis curtata
Cerithiopsis eiseni
Cerithiopsis galapagensis
Cerithiopsis guanacastensis
Cerithiopsis neglecta
Cerithium adustum
Cerithium atromarginatum
Cerithium gallapaginis
Cerithium gemmatum
Cerithium menkei
Cerithium nicarguense
Cerithium stercusmuscarum
Cerithium uncinatum
Cerodrillia asymmetrica
Cerodrillia cybele
Chaetopleura hanselmani
Chama buddiana
Chama echinata
Chama frondosa
Chama squamuligera
Charonia tritonis
Cheilea cepacea
Cheilea corrugata
Chione compta
Chione guatulcoensis
Chione mariae
Chione subimbricata
Chione subrugosa
Chione undatella
Chiton goodallii
Chiton sulcatus
Chlamys lowei
Choristodon robustum
Chromodoris baumanni
Chromodoris ruzafai
Chromodoris sphoni
Chrysallida rinella
Cingulina evermanni
Cirsotrema togatum
Clathrodrillia berryi
Clathurella maryae
Clathurella rigida
Cleospira ochsneri
Clio chaptalii
Clio pyramidata
Cochlespira cedonulli
Codakia distinguenda
Codakia punctata
Colubraria lucasensis
Colubraria ochsneri
Columbella castanea
Columbella fuscata
Columbella haemastoma
Columbella labiosa
Columbella paytensis
Columbella sonsonatensis
Columbella varians
Compressidens brevicornu
Compsodrillia excentrica
Compsodrillia gracilis
Compsodrillia undatichorda
Condylocardia digueti
Condylocardia elongata
Condylocardia fernandina
Condylocardia geigeri
Condylocardia hippopus
Condylocardia kaiserae
Condylocardia koolsae
Conualevia alba
Conus arcuatus
Conus brunneus
Conus chaldaeus
Conus coronatus
Conus dalli
Conus diadema
Conus ebraeus
Conus emersoni
Conus fergusoni
Conus gladiator
Conus kohni
Conus mahogani
Conus nux
Conus orion
Conus patricius
Conus purpurascens
Conus recurvus
Conus tessulatus
Conus tiaratus
Conus vittatus
Conus xanthicus
Coralliophila monodonta
Coralliophila neritoidea
Coralliophila nux
Coralliophila orcuttiana
Coralliophila parva
Coralliophila violacea
Corbula bicarinata
Corbula biradiata
Corbula nasuta
Costoanachis atramentaria
Costoanachis fusidens
Costoanachis rugulosa
Costoanachis spadicea
Costoanachis teevani
Costoanachis varia
Cotonopsis crassiparva
Cotonopsis deroyae
Crassinella pacifica
Crassinella varians
Crassostrea columbiensis
Crenella decussata
Crepidula excavata
Crepidula incurva
Crepidula onyx
Crepidula striolata
Crucibulum scutellatum
Cryptogemma benthima
Cryptogemma eldorana
Cryptogemma polystephanus
Ctena galapagana
Ctena mexicana
Cumingia lamellosa
Cyathodonta undulata
Cyclinella subquadrata
Cyclocardia beebei
Cyclopecten exquisitus
Cyclopecten liriope
Cyclopecten pernomus
Cyclostremiscus cosmius
Cyclostremiscus glyptomphalus
Cyclostremiscus valvatoides
Cylichna luticola
Cymatioa electilis
Cymatium corrugatum amictum
Cymatium lineatum
Cymatium muricinum
Cymatium parthenopeum keenae
Cymatium vestitum
Cymatoica undulata
Cypraea albuginosa
Cypraea arabicula
Cypraea cervinetta
Cypraea isabellamexicana
Cypraea robertsi
Cypraea teres
Cypraecassis coarctata
Cypraecassis tenuis
Dacrydium elegantulum
Dacrydium panamensis
Daphnella allemani
Daphnella bartschi
Daphnella gemmulifera
Daphnella mazatlanica
Delectopecten zacae
Delonovolva macleani
Dendostrea folium
Dendrodoris fumata
Dendrodoris krebsii
Dentalium agassizi
Dentalium oerstedii
Dentimargo anticlea
Dentimargo eremus
Depressiscala polita
Diacria quadridentata
Diodora alta
Diodora inaequalis
Diodora pica
Diodora punctifissa
Diodora saturnalis
Diplodonta subquadrata
Discotectonica placentalis
Distorsio jenniernestae
Divalinga eburnea
Dolabella auricularia
Dolabrifera dolabrifera
Donax assimilis
Doriopsilla janaina
Doris peruviana
Dosinia dunkeri
Dosinia ponderosa
Drillia albicostata
Drillia clavata
Drillia macleani
Echinolittorina galapagiensis
Echinolittorina lemniscata
Echinolittorina modesta
Echinolittorina porcata
Elachisina grippi
Elachisina johnstoni
Elachisina saxicola
Elaeocyma amplinucis
Elaeocyma melichroa
Elaeocyma splendidula
Ellobium stagnalis
Emarginula tuberculosa
Emarginula velascoensis
Engina jugosa
Engina maura
Engina pulchra
Engina pyrostoma
Engina tabogensis
Epidendrium billeeanum
Episcynia bolivari
Episcynia nicholsoni
Episiphon innumerabilis
Erosaria caputserpentis
Euclathurella acclivicalis
Eucrassatella gibbosa
Eulima chathamensis
Eulima elegantissima
Eulima encopicola
Eulima meridionalis
Eulimostraca burragei
Eulimostraca galapagensis
Eulithidium diantha
Eumetula eucosmia
Eunaticina insculpta
Euvola galapagensis
Exilia cortezi
Fabella stearnsii
Fartulum dextroversum
Fartulum reversum
Fartulum teres
Favartia exigua
Favartia incisa
Favartia purdyae
Favartia radwini
Favorinus elenalexiae
Fiona pinnata
Firoloida demarestia
Fissidentalium megathyris
Fissurella deroyae
Fissurella longifissa
Fissurella nigra
Fissurella obscura
Fissurella virescens
Flabellina marcusorum
Folinia ericana
Folinia signae
Fossarus angulatus
Fossarus lucanus
Fossarus megasoma
Fossarus porcatus
Fossarus purus
Fugleria illota
Fusinus allyni
Fusinus dupetitthouarsi
Fusinus humboldti
Fusiturricula andrei
Fusiturricula armilda
Galeommella peruviana
Gari helenae
Gari sp. 1
Gastrochaena ovata
Gastrochaena rugulosa
Gaza rathbuni
Geitodoris mavis
Globivenus isocardia
Glossodoris sedna
Glycymeris lintea
Glycymeris maculata
Glyphostoma pustulosa
Glyphostoma scobina
Gouldia californica
Granigyra filosa
Granigyra piona
Granula minor
Granula polita
Granulina margaritula
Gregariella chenui
Gregariella coralliophaga
Gymnobela brachis
Gymnobela xylona
Halicardia perplicata
Haliotis dalli
Haliris aequacostata
Halodakra subtrigona
Heliacus areola bicanaliculatus
Heliacus bicanaliculatus
Heliacus infundibuliformis perrieri
Heliacus mazatlanicus
Heliacus planispira
Herviera gliriella
Hespererato scabriuscula
Hexaplex princeps
Hiatella arctica
Hindsiclava hertleini
Hipponix grayanus
Hirtoscala replicata
Hoffmannola lesliei
Hormospira maculosa
Hyalopecten neoceanicus
Hyaloteuthis pelagica
Hyotissa fisheri
Hyotissa solida
Hypselodoris agassizii
Ischnochiton macleani
Isognomon janus
Isognomon recognitus
Ithycythara penelope
Ividella navisa
Ividella notabilis
Janthina janthina
Jenneria pustulata
Julia thecaphora
Jupiteria pontonia
Kellia suborbicularis
Kermia informa
Kurtzia humboldti
Kylix rugifera
Lacuna porrecta
Laevicardium elenense
Lamellaria inflata
Lasaea petitiana
Latirus centrifugus
Latirus concentricus
Latirus sanguineus
Leiosolenus levigatus
Leporimetis cognata
Leptadrillia firmichorda
Leptochiton albermarlensis
Leptopecten velero
Leucosyrinx exulans
Leucozonia cerata
Leucozonia tuberculata
Lima orbignyi
Lima tetrica
Limacina bulimoides
Limacina inflata
Limacina trochiformis
Limaria orbignyi
Limaria pacifica
Limopsis tenella
Limopsis zonalis
Linatella succincta
Linga cancellaris
Linga leucocymoides
Liocranchia reinhardti
Lioglyphostoma ericea
Lioglyphostoma exulans
Lirobarleeia galapagensis
Lirobarleeia hoodensis
Lirobarleeia ima
Lirobarleeia lara
Lirobarleeia nemo
Lirobarleeia nigrescens
Lirobarleeia perlata
Lithophaga aristata
Lithophaga calyculata
Lithophaga hancocki
Lithophaga plumula
Lobiger souverbii
Lottia immaculata
Lottia mimica
Lottia rothi
Lottia smithi
Lucapinella callomarginata
Lucapinella crenifera
Lucina centrifuga
Lunarca brevifrons
Lyonsia californica
Lyropecten magnificus
Macoma grandis
Macoma obliquilineata
Macromphalina souverbiei
Mactra fonsecana
Malea ringens
Martesia cuneiformis
Maxwellia angermeyerae
Megapitaria aurantiaca
Megapitaria squalida
Melampus carolianus
Melampus tabogensis
Melanella falcata
Melanella ochsneri
Menestho grijalvae
Metaxia convexa
Microcithara uncinata
Microdaphne trichodes
Microdrillia zeuxippe
Microglyphis perconicus
Mirachelus galapagensis
Miralabrum planospiratum
Miralda exarata
Miralda galapagensis
Mitra crenata
Mitra effusa
Mitra gausapata
Mitra lens
Mitra mitra
Mitra muricata
Mitra sphoni
Mitra tristis
Mitrella guttata
Mitrella ocellata
Mitrolumna keenae
Mitromorpha carpenteri
Mitromorpha keenae
Mitromorpha mitriformis
Modiolus capax
Modulus cerodes
Monetaria annulus
Monetaria moneta
Monoplex macrodon
Monoplex nicobaricus
Monostiolum pictum
Morum tuberculosum
Morum veleroae
Murexiella humilis
Murexiella lappa
Murexiella perita
Murexiella vittata
Murexsul jacquelinae
Muricopsis zeteki
Mytella strigata
Nassarina melanosticta
Nassarius caelolineatus
Nassarius catallus
Nassarius exsarcus
Nassarius goniopleura
Nassarius nassiformis
Nassarius nodicinctus
Nassarius nodiferus
Nassarius nucleolus
Nassarius shaskyi
Nassarius townsendi
Nassarius versicolor
Natica brunneolinea
Natica chemmnitzii
Natica elenae
Natica grayi
Natica idiopoma
Natica othello
Natica sigillata
Navanax aenigmaticus
Nemocardium pazianum
Neorapana grandis
Neorapana muricata
Neosimnia avena
Nerita funiculata
Nerita scabricosta
Nesta galapagensis
Niso imbricata
Niso interrupta
Nitidiscala willetti
Niveria maugeriae
Niveria pacifica
Nodilittorina angiostoma
Nodilittorina aspera
Nodilittorina peruviana
Nodipecten magnificus
Nodipecten subnodosus
Noumea haliclona
Nucula exigua
Nuculana costellata
Nuculana polita
Octopus occidentalis
Octopus oculifer
Oliva kaleontina
Oliva porphyria
Olivella anazora
Olivella bitleri
Olivella drangai
Olivella fletcherae
Olivella gracilis
Onchidella steindachneri
Onchidium lesliei
Onychoteuthis banksi
Opalia crenatoïdes
Opalia diadema
Opalia funiculata
Opalia spongiosa
Orbitestella diegensis
Ostrea fisheri
Pachystremiscus pachynepion
Papyridea aspersa
Paradoris lopezi
Parahyotissa quercinus
Parapholas calva
Parviturboides copiosus
Parviturboides decussatus
Pascula ferruginosa
Pascula rufonotata
Pedipes angulatus
Pelycidion kelseyi
Periglypta multicostata
Persicula imbricata
Persicula phrygia
Petaloconchus complicatus
Petaloconchus macrophragma
Petricola concinna
Phestilla lugubris
Phidiana lynceus
Phlyctiderma caelatum
Phos laevigatus
Phyllocoma scalariformis
